Treatment,Cricket,combo,MWeight ,MSize,Gtime,Gweight,Gsize,DevRate,TestAge,WeightAfter,PT_D1_Time,PT_D2_Time,Day,Trial,TOTAL.T,TOTAL.T4,LogTOTAL.T,Complete,TE_ALL,T_tcP,T_tcDS,T_tcCS,T_tcS,NumTrials
Calling,LV.74,LRLR,0.5885,39,14,0.656813063,0.147058824,0.071428571,12,0.7739,86249,62223,1,3,178690,173740,5.252100249,1,0,13,0,0,0,
Calling,LV.76,LLRR,0.5959,40,13,0.257438278,0.142857143,0.076923077,11,0.9018,30206,52043,1,3,21785,19645,4.338157564,1,0,0,0,0,0,
Silent,S.02,RRLL,0.7678,41,13,0.635008518,0.108108108,0.076923077,12,0.9539,63721,70534,1,3,134044,114864,5.127247379,1,2,13,0,0,0,
Silent,S.03,RLLR,0.5633,40,12,0.661651917,0.176470588,0.083333333,12,0.6084,67245,39205,1,3,98738,90807,4.994484326,1,2,10,1,0,1,
Silent,S.04,RLRL,0.5728,39,13,0.249291167,0.114285714,0.076923077,12,0.75,76211,85303,1,3,300000,300000,5.477121255,0,1,5,0,0,0,
Silent,S.06,LLRR,0.4962,36,13,0.54483188,0.125,0.076923077,11,0.6371,49566,240000,1,3,300000,300000,5.477121255,0,16,44,6,3,9,
Silent,S.12,LLRR,0.5997,39,14,0.647074979,0.147058824,0.071428571,12,0.7423,56498,75358,1,3,300000,300000,5.477121255,0,19,39,6,5,11,
Silent,S.19,RRLL,0.5649,38,13,0.476476738,0.225806452,0.076923077,11,0.6679,85517,150322,1,3,105348,100520,5.022626295,1,2,11,3,1,4,
Silent,S.20,RLRL,0.6952,40,15,0.500539607,0.081081081,0.066666667,11,0.8273,151562,240000,1,3,109860,105809,5.040839595,1,6,11,5,1,6,
Silent,S.33,RLRL,0.5357,37,15,0.655438813,0.121212121,0.066666667,14,0.6642,116899,103615,1,3,121884,118631,5.085946698,1,5,13,4,1,5,
Silent,S.34,LRLR,0.8466,43.5,13,0.74556701,0.175675676,0.076923077,14,0.9624,26625,64859,1,3,35316,31879,4.547971508,1,0,2,0,0,0,
Silent,S.35,RLRL,0.5779,39,14,0.570807285,0.181818182,0.071428571,14,0.8114,76696,240000,1,3,300000,300000,5.477121255,0,8,62,11,6,17,
Silent,S.37,RRLL,0.6561,42,13,0.481707317,0.135135135,0.076923077,13,0.9236,49216,UNK,1,3,114948,111040,5.060501419,1,2,12,5,0,5,
Silent,S.45,RRLL,0.6448,42,15,0.408167722,0.090909091,0.066666667,13,0.6394,60997,240000,1,3,300000,300000,5.477121255,0,13,18,6,17,23,
Silent,S.49,RRLL,0.2815,29,14,0.711246201,0.137254902,0.071428571,12,0.3662,55208,53389,1,3,42518,36616,4.628572828,1,0,3,0,0,0,
Silent,S.51,RLRL,0.6553,40,13,0.521123491,0.111111111,0.076923077,14,0.7883,53913,88561,1,3,300000,300000,5.477121255,0,2,3,0,0,0,
Silent,S.52,LLRR,0.5311,35,13,0.627144608,0.129032258,0.076923077,14,0.6564,65586,108570,1,3,121308,118335,5.083889443,1,7,11,3,4,7,
Silent,S.65,LLRR,0.516,36,14,0.562689279,0.107692308,0.071428571,12,0.5704,40725,240000,1,3,300000,300000,5.477121255,0,1,8,0,0,0,
Silent,S.67,RLRL,0.7167,42,12,0.633690449,0.150684932,0.083333333,12,0.6373,77064,55992,1,3,81172,69497,4.909406247,1,1,11,1,0,1,
Silent,S.69,RRLL,0.5183,36.5,14,0.438124306,0.140625,0.071428571,11,0.6463,67403,78703,1,3,87139,84399,4.940212572,1,2,11,2,2,4,
Silent,S.70,LLRR,0.5688,39,14,0.497630332,0.147058824,0.071428571,14,0.7642,45523,110296,1,3,47916,44776,4.680480556,1,4,7,4,2,6,
Silent,S.75,RLRL,0.7899,42,14,0.64596791,0.135135135,0.071428571,12,0.9737,44321,61572,1,3,300000,300000,5.477121255,0,22,34,7,11,18,
Calling,LV.06,RRLL,0.4108,34,19,0.450564972,0.096774194,0.052631579,14,0.4317,56286,100678,1,4,129106,122223,5.110946426,1,4,15,2,2,4,
Calling,LV.07,LLRR,0.5854,40,13,0.380660377,0.111111111,0.076923077,12,0.8091,48197,240000,1,4,300000,300000,5.477121255,0,4,18,1,0,1,
Calling,LV.08,LRLR,0.6811,41.5,15,0.536431311,0.152777778,0.066666667,12,0.8549,89697,35504,1,4,44306,41646,4.646462543,1,1,1,0,0,0,
Calling,LV.15,LRLR,0.5791,38,14,0.709268005,0.117647059,0.071428571,11,0.6611,65164,69711,1,4,300000,300000,5.477121255,0,4,15,11,2,13,
Calling,LV.16,RRLL,0.4499,34,16,0.516857721,0.096774194,0.0625,11,0.6259,56111,240000,1,4,257726,255335,5.411158233,1,18,29,11,12,23,
Calling,LV.26,RRLL,0.5783,39,12,0.626722925,0.147058824,0.083333333,14,0.7785,23595,240000,1,4,135684,131873,5.132528638,1,14,11,6,7,13,
Calling,LV.28,LRLR,0.614,41,14,0.600208496,0.138888889,0.071428571,14,0.566,58159,240000,1,4,99107,97008,4.99610433,1,5,7,5,4,9,
Calling,LV.36,LLRR,0.5983,38,11,0.290273884,0.085714286,0.090909091,14,0.8348,61733,61036,1,4,80991,77891,4.908436761,1,2,11,1,0,1,
Calling,LV.39,RRLL,0.7376,42,12,0.714950012,0.135135135,0.083333333,14,0.9205,140974,78703,1,4,300000,300000,5.477121255,0,11,44,4,3,7,
Calling,LV.40,LLRR,0.6174,40,13,0.734269663,0.111111111,0.076923077,14,0.8106,60178,49494,1,4,138232,134672,5.140608592,1,8,22,7,3,10,
Calling,LV.44,LLRR,0.704,42,14,0.645628799,0.135135135,0.071428571,12,0.8914,69080,60038,1,4,63117,57481,4.800146348,1,1,7,3,1,4,
Calling,LV.47,RRLL,0.6202,39,15,0.629104282,0.147058824,0.066666667,14,0.7762,99963,134670,1,4,124994,115531,5.096889166,1,2,9,0,0,0,
Calling,LV.49,RLRL,0.5277,37,13,0.467463849,0.121212121,0.076923077,14,0.7249,61156,41635,1,4,300000,300000,5.477121255,0,1,5,1,0,1,
Calling,LV.66,LRLR,0.6304,40.5,14,0.42366757,0.125,0.071428571,14,,118853,39726,1,4,65702,63392,4.81757859,1,4,6,6,1,7,
Calling,LV.68,RRLL,0.5987,41,14,0.593982961,0.138888889,0.071428571,13,0.6964,53383,240000,1,4,118637,112617,5.074220156,1,6,10,1,2,3,
Calling,LV.71,LLRR,0.5597,40,14,0.195429304,0.290322581,0.071428571,11,0.7522,14238,54773,1,4,132820,130122,5.123263476,1,8,19,3,5,8,
Calling,LV.72,RLRL,0.733,41.5,13,0.382497171,0.152777778,0.076923077,12,0.9803,23263,44614,1,4,300000,300000,5.477121255,0,17,10,13,11,24,
Calling,LV.74,LRLR,0.5885,39,14,0.656813063,0.147058824,0.071428571,12,0.7739,86249,62223,1,4,133549,130818,5.12564064,1,2,18,8,0,8,
Calling,LV.76,LLRR,0.5959,40,13,0.257438278,0.142857143,0.076923077,11,0.9018,30206,52043,1,4,232252,229319,5.365959463,1,21,25,9,7,16,
Silent,S.02,RRLL,0.7678,41,13,0.635008518,0.108108108,0.076923077,12,0.9539,63721,70534,1,4,271901,263359,5.434410805,1,5,29,0,0,0,
Silent,S.03,RLLR,0.5633,40,12,0.661651917,0.176470588,0.083333333,12,0.6084,67245,39205,1,4,127642,119871,5.1059936,1,6,19,0,1,1,
Silent,S.04,RLRL,0.5728,39,13,0.249291167,0.114285714,0.076923077,12,0.75,76211,85303,1,4,300000,300000,5.477121255,0,1,4,0,0,0,
Silent,S.06,LLRR,0.4962,36,13,0.54483188,0.125,0.076923077,11,0.6371,49566,240000,1,4,300000,300000,5.477121255,0,14,31,9,3,12,
Silent,S.12,LLRR,0.5997,39,14,0.647074979,0.147058824,0.071428571,12,0.7423,56498,75358,1,4,300000,300000,5.477121255,0,2,5,0,0,0,
Silent,S.19,RRLL,0.5649,38,13,0.476476738,0.225806452,0.076923077,11,0.6679,85517,150322,1,4,64772,61601,4.811387307,1,1,5,2,1,3,
Silent,S.20,RLRL,0.6952,40,15,0.500539607,0.081081081,0.066666667,11,0.8273,151562,240000,1,4,168893,164233,5.22761165,1,12,25,6,3,9,
Silent,S.33,RLRL,0.5357,37,15,0.655438813,0.121212121,0.066666667,14,0.6642,116899,103615,1,4,70554,67484,4.848521641,1,2,7,3,1,4,
Silent,S.34,LRLR,0.8466,43.5,13,0.74556701,0.175675676,0.076923077,14,0.9624,26625,64859,1,4,300000,300000,5.477121255,0,11,34,8,4,12,
Silent,S.35,RLRL,0.5779,39,14,0.570807285,0.181818182,0.071428571,14,0.8114,76696,240000,1,4,300000,300000,5.477121255,0,0,2,0,0,0,
Silent,S.37,RRLL,0.6561,42,13,0.481707317,0.135135135,0.076923077,13,0.9236,49216,UNK,1,4,177677,169095,5.249631213,1,9,23,5,0,5,
Silent,S.45,RRLL,0.6448,42,15,0.408167722,0.090909091,0.066666667,13,0.6394,60997,240000,1,4,177472,173682,5.249129844,1,7,29,11,4,15,
Silent,S.51,RLRL,0.6553,40,13,0.521123491,0.111111111,0.076923077,14,0.7883,53913,88561,1,4,170901,166640,5.232744604,1,1,10,2,0,2,
Silent,S.52,LLRR,0.5311,35,13,0.627144608,0.129032258,0.076923077,14,0.6564,65586,108570,1,4,300000,300000,5.477121255,0,22,44,5,12,17,
Silent,S.65,LLRR,0.516,36,14,0.562689279,0.107692308,0.071428571,12,0.5704,40725,240000,1,4,300000,300000,5.477121255,0,4,21,1,1,2,
Silent,S.67,RLRL,0.7167,42,12,0.633690449,0.150684932,0.083333333,12,0.6373,77064,55992,1,4,300000,300000,5.477121255,0,19,46,4,4,8,
Silent,S.69,RRLL,0.5183,36.5,14,0.438124306,0.140625,0.071428571,11,0.6463,67403,78703,1,4,81403,78544,4.910640411,1,4,10,3,1,4,
Silent,S.70,LLRR,0.5688,39,14,0.497630332,0.147058824,0.071428571,14,0.7642,45523,110296,1,4,136545,134134,5.135275802,1,12,10,11,8,19,
Silent,S.75,RLRL,0.7899,42,14,0.64596791,0.135135135,0.071428571,12,0.9737,44321,61572,1,4,300000,300000,5.477121255,0,14,43,0,3,3,
Calling,LV.06,RRLL,0.4108,34,19,0.450564972,0.096774194,0.052631579,14,0.4317,56286,100678,1,5,33014,29273,4.518698147,1,0,1,0,0,0,
Calling,LV.07,LLRR,0.5854,40,13,0.380660377,0.111111111,0.076923077,12,0.8091,48197,240000,1,5,300000,300000,5.477121255,0,1,6,1,0,1,
Calling,LV.08,LRLR,0.6811,41.5,15,0.536431311,0.152777778,0.066666667,12,0.8549,89697,35504,1,5,124067,117164,5.093656281,1,5,15,8,0,8,
Calling,LV.15,LRLR,0.5791,38,14,0.709268005,0.117647059,0.071428571,11,0.6611,65164,69711,1,5,300000,300000,5.477121255,0,9,26,7,6,13,
Calling,LV.16,RRLL,0.4499,34,16,0.516857721,0.096774194,0.0625,11,0.6259,56111,240000,1,5,35467,32432,4.549824455,1,1,1,0,0,0,
Calling,LV.26,RRLL,0.5783,39,12,0.626722925,0.147058824,0.083333333,14,0.7785,23595,240000,1,5,178917,175985,5.252651608,1,20,17,7,9,16,
Calling,LV.28,LRLR,0.614,41,14,0.600208496,0.138888889,0.071428571,14,0.566,58159,240000,1,5,300000,300000,5.477121255,0,16,29,6,7,13,
Calling,LV.36,LLRR,0.5983,38,11,0.290273884,0.085714286,0.090909091,14,0.8348,61733,61036,1,5,37798,33459,4.577468821,1,1,1,0,0,0,
Calling,LV.39,RRLL,0.7376,42,12,0.714950012,0.135135135,0.083333333,14,0.9205,140974,78703,1,5,300000,300000,5.477121255,0,0,4,0,0,0,
Calling,LV.40,LLRR,0.6174,40,13,0.734269663,0.111111111,0.076923077,14,0.8106,60178,49494,1,5,46221,42630,4.664839337,1,1,6,2,0,2,
Calling,LV.44,LLRR,0.704,42,14,0.645628799,0.135135135,0.071428571,12,0.8914,69080,60038,1,5,300000,300000,5.477121255,1,0,0,0,0,0,
Calling,LV.47,RRLL,0.6202,39,15,0.629104282,0.147058824,0.066666667,14,0.7762,99963,134670,1,5,43651,33160,4.639994197,1,0,1,0,0,0,
Calling,LV.66,LRLR,0.6304,40.5,14,0.42366757,0.125,0.071428571,14,,118853,39726,1,5,300000,300000,5.477121255,0,1,2,1,0,1,
Calling,LV.68,RRLL,0.5987,41,14,0.593982961,0.138888889,0.071428571,13,0.6964,53383,240000,1,5,89475,84733,4.951701707,1,6,13,1,2,3,
Calling,LV.71,LLRR,0.5597,40,14,0.195429304,0.290322581,0.071428571,11,0.7522,14238,54773,1,5,20224,15203,4.305867057,1,0,2,0,0,0,
Calling,LV.72,RLRL,0.733,41.5,13,0.382497171,0.152777778,0.076923077,12,0.9803,23263,44614,1,5,300000,300000,5.477121255,0,4,9,0,0,0,
Calling,LV.74,LRLR,0.5885,39,14,0.656813063,0.147058824,0.071428571,12,0.7739,86249,62223,1,5,56668,53281,4.753337885,1,1,11,0,0,0,
Calling,LV.76,LLRR,0.5959,40,13,0.257438278,0.142857143,0.076923077,11,0.9018,30206,52043,1,5,298677,294832,5.47520178,1,32,17,10,7,17,
Silent,S.02,RRLL,0.7678,41,13,0.635008518,0.108108108,0.076923077,12,0.9539,63721,70534,1,5,300000,300000,5.477121255,0,0,6,0,0,0,
Silent,S.03,RLLR,0.5633,40,12,0.661651917,0.176470588,0.083333333,12,0.6084,67245,39205,1,5,31315,25813,4.495752416,1,0,3,0,0,0,
Silent,S.06,LLRR,0.4962,36,13,0.54483188,0.125,0.076923077,11,0.6371,49566,240000,1,5,101292,95392,5.005575146,1,4,9,3,3,6,
Silent,S.12,LLRR,0.5997,39,14,0.647074979,0.147058824,0.071428571,12,0.7423,56498,75358,1,5,72458,67768,4.860086342,1,1,12,2,0,2,
Silent,S.19,RRLL,0.5649,38,13,0.476476738,0.225806452,0.076923077,11,0.6679,85517,150322,1,5,300000,300000,5.477121255,0,1,5,0,0,0,
Silent,S.20,RLRL,0.6952,40,15,0.500539607,0.081081081,0.066666667,11,0.8273,151562,240000,1,5,219796,214449,5.342019785,1,14,32,7,1,8,
Silent,S.33,RLRL,0.5357,37,15,0.655438813,0.121212121,0.066666667,14,0.6642,116899,103615,1,5,127158,121387,5.104343689,1,5,24,3,1,4,
Silent,S.34,LRLR,0.8466,43.5,13,0.74556701,0.175675676,0.076923077,14,0.9624,26625,64859,1,5,197660,194960,5.295918791,1,6,21,12,2,14,
Silent,S.35,RLRL,0.5779,39,14,0.570807285,0.181818182,0.071428571,14,0.8114,76696,240000,1,5,238933,236100,5.378276136,1,5,57,4,2,6,
Silent,S.37,RRLL,0.6561,42,13,0.481707317,0.135135135,0.076923077,13,0.9236,49216,UNK,1,5,217564,212897,5.337587035,1,8,29,7,1,8,
Silent,S.45,RRLL,0.6448,42,15,0.408167722,0.090909091,0.066666667,13,0.6394,60997,240000,1,5,181302,177504,5.258402595,1,7,21,11,2,13,
Silent,S.51,RLRL,0.6553,40,13,0.521123491,0.111111111,0.076923077,14,0.7883,53913,88561,1,5,300000,300000,5.477121255,0,2,8,2,0,2,
Silent,S.52,LLRR,0.5311,35,13,0.627144608,0.129032258,0.076923077,14,0.6564,65586,108570,1,5,159155,156136,5.201820287,1,4,11,11,1,12,
Silent,S.67,RLRL,0.7167,42,12,0.633690449,0.150684932,0.083333333,12,0.6373,77064,55992,1,5,300000,300000,5.477121255,0,15,50,2,0,2,
Silent,S.69,RRLL,0.5183,36.5,14,0.438124306,0.140625,0.071428571,11,0.6463,67403,78703,1,5,61324,49123,4.787630475,1,3,6,1,1,2,
Silent,S.70,LLRR,0.5688,39,14,0.497630332,0.147058824,0.071428571,14,0.7642,45523,110296,1,5,233634,228714,5.368536045,1,19,34,5,13,18,
Silent,S.75,RLRL,0.7899,42,14,0.64596791,0.135135135,0.071428571,12,0.9737,44321,61572,1,5,300000,300000,5.477121255,0,2,19,2,3,5,
Calling,LV.06,RRLL,0.4108,34,19,0.450564972,0.096774194,0.052631579,14,0.4317,56286,100678,1,6,124797,120026,5.096204145,1,5,9,7,1,8,
Calling,LV.08,LRLR,0.6811,41.5,15,0.536431311,0.152777778,0.066666667,12,0.8549,89697,35504,1,6,41195,35895,4.614844507,1,1,4,0,0,0,
Calling,LV.15,LRLR,0.5791,38,14,0.709268005,0.117647059,0.071428571,11,0.6611,65164,69711,1,6,115988,113185,5.06441306,1,1,9,0,0,0,
Calling,LV.16,RRLL,0.4499,34,16,0.516857721,0.096774194,0.0625,11,0.6259,56111,240000,1,6,285721,283690,5.455942161,1,19,44,7,11,18,
Calling,LV.26,RRLL,0.5783,39,12,0.626722925,0.147058824,0.083333333,14,0.7785,23595,240000,1,6,206251,202971,5.314396063,1,24,29,5,13,18,
Calling,LV.28,LRLR,0.614,41,14,0.600208496,0.138888889,0.071428571,14,0.566,58159,240000,1,6,300000,300000,5.477121255,0,8,34,8,3,11,
Calling,LV.36,LLRR,0.5983,38,11,0.290273884,0.085714286,0.090909091,14,0.8348,61733,61036,1,6,136005,130808,5.133554875,1,5,20,3,0,3,
Calling,LV.39,RRLL,0.7376,42,12,0.714950012,0.135135135,0.083333333,14,0.9205,140974,78703,1,6,111153,107903,5.045921189,1,4,16,3,0,3,
Calling,LV.40,LLRR,0.6174,40,13,0.734269663,0.111111111,0.076923077,14,0.8106,60178,49494,1,6,45892,41471,4.661736985,1,2,7,0,0,0,
Calling,LV.44,LLRR,0.704,42,14,0.645628799,0.135135135,0.071428571,12,0.8914,69080,60038,1,6,57900,49339,4.762678564,1,4,11,1,1,2,
Calling,LV.47,RRLL,0.6202,39,15,0.629104282,0.147058824,0.066666667,14,0.7762,99963,134670,1,6,56917,48716,4.755242001,1,1,5,0,0,0,
Calling,LV.66,LRLR,0.6304,40.5,14,0.42366757,0.125,0.071428571,14,,118853,39726,1,6,300000,300000,5.477121255,0,0,1,0,0,0,
Calling,LV.68,RRLL,0.5987,41,14,0.593982961,0.138888889,0.071428571,13,0.6964,53383,240000,1,6,131284,126929,5.1182118,1,9,7,5,5,10,
Calling,LV.71,LLRR,0.5597,40,14,0.195429304,0.290322581,0.071428571,11,0.7522,14238,54773,1,6,19933,17352,4.299572667,1,0,2,0,0,0,
Calling,LV.72,RLRL,0.733,41.5,13,0.382497171,0.152777778,0.076923077,12,0.9803,23263,44614,1,6,300000,300000,5.477121255,0,7,10,7,2,9,
Calling,LV.74,LRLR,0.5885,39,14,0.656813063,0.147058824,0.071428571,12,0.7739,86249,62223,1,6,214695,211914,5.33182193,1,18,50,10,6,16,
Calling,LV.76,LLRR,0.5959,40,13,0.257438278,0.142857143,0.076923077,11,0.9018,30206,52043,1,6,300000,300000,5.477121255,0,23,40,12,10,22,
Silent,S.02,RRLL,0.7678,41,13,0.635008518,0.108108108,0.076923077,12,0.9539,63721,70534,1,6,60000,-2681,4.77815125,0,1,2,0,0,0,
Silent,S.03,RLLR,0.5633,40,12,0.661651917,0.176470588,0.083333333,12,0.6084,67245,39205,1,6,53044,44653,4.724636266,1,1,5,0,0,0,
Silent,S.06,LLRR,0.4962,36,13,0.54483188,0.125,0.076923077,11,0.6371,49566,240000,1,6,300000,300000,5.477121255,0,19,39,3,7,10,
Silent,S.12,LLRR,0.5997,39,14,0.647074979,0.147058824,0.071428571,12,0.7423,56498,75358,1,6,74918,69457,4.874586175,1,4,9,0,0,0,
Silent,S.19,RRLL,0.5649,38,13,0.476476738,0.225806452,0.076923077,11,0.6679,85517,150322,1,6,300000,300000,5.477121255,0,1,6,3,0,3,
Silent,S.33,RLRL,0.5357,37,15,0.655438813,0.121212121,0.066666667,14,0.6642,116899,103615,1,6,257268,253039,5.41038577,1,12,30,13,11,24,
Silent,S.34,LRLR,0.8466,43.5,13,0.74556701,0.175675676,0.076923077,14,0.9624,26625,64859,1,6,47682,43702,4.678354463,1,1,5,2,0,2,
Silent,S.35,RLRL,0.5779,39,14,0.570807285,0.181818182,0.071428571,14,0.8114,76696,240000,1,6,250464,248144,5.398745312,1,6,39,4,1,5,
Silent,S.37,RRLL,0.6561,42,13,0.481707317,0.135135135,0.076923077,13,0.9236,49216,UNK,1,6,58963,54536,4.770579572,1,1,8,2,1,3,
Silent,S.45,RRLL,0.6448,42,15,0.408167722,0.090909091,0.066666667,13,0.6394,60997,240000,1,6,97652,90960,4.989681142,1,4,8,0,0,0,
Silent,S.51,RLRL,0.6553,40,13,0.521123491,0.111111111,0.076923077,14,0.7883,53913,88561,1,6,257281,254781,5.410407715,1,2,22,10,1,11,
Silent,S.52,LLRR,0.5311,35,13,0.627144608,0.129032258,0.076923077,14,0.6564,65586,108570,1,6,42451,39590,4.627887925,1,1,3,0,0,0,
Silent,S.67,RLRL,0.7167,42,12,0.633690449,0.150684932,0.083333333,12,0.6373,77064,55992,1,6,46349,43119,4.666040368,1,0,9,0,0,0,
Silent,S.69,RRLL,0.5183,36.5,14,0.438124306,0.140625,0.071428571,11,0.6463,67403,78703,1,6,47217,43206,4.67409839,1,1,8,1,0,1,
Silent,S.75,RLRL,0.7899,42,14,0.64596791,0.135135135,0.071428571,12,0.9737,44321,61572,1,6,149588,147128,5.174896756,1,5,15,8,2,10,
Calling,LV.06,RRLL,0.4108,34,19,0.450564972,0.096774194,0.052631579,14,0.4317,56286,100678,1,MT,300000,300000,5.477121255,0,10,24,1,6,7,
Calling,LV.08,LRLR,0.6811,41.5,15,0.536431311,0.152777778,0.066666667,12,0.8549,89697,35504,1,MT,38515,33277,4.585629902,1,0,7,0,0,0,
Calling,LV.15,LRLR,0.5791,38,14,0.709268005,0.117647059,0.071428571,11,0.6611,65164,69711,1,MT,109853,107273,5.040811922,1,1,8,7,2,9,
Calling,LV.16,RRLL,0.4499,34,16,0.516857721,0.096774194,0.0625,11,0.6259,56111,240000,1,MT,49571,45800,4.69522768,1,1,4,2,2,4,
Calling,LV.26,RRLL,0.5783,39,12,0.626722925,0.147058824,0.083333333,14,0.7785,23595,240000,1,MT,86659,82389,4.937813673,1,6,6,6,2,8,
Calling,LV.27,LLRR,0.599,38,15,0.845348121,0.1875,0.066666667,14,0.525,68998,240000,1,MT,300000,300000,5.477121255,0,20,36,2,13,15,
Calling,LV.28,LRLR,0.614,41,14,0.600208496,0.138888889,0.071428571,14,0.566,58159,240000,1,MT,44850,42329,4.651762447,1,0,3,0,0,0,
Calling,LV.36,LLRR,0.5983,38,11,0.290273884,0.085714286,0.090909091,14,0.8348,61733,61036,1,MT,201180,195799,5.303584804,1,17,26,2,5,7,
Calling,LV.39,RRLL,0.7376,42,12,0.714950012,0.135135135,0.083333333,14,0.9205,140974,78703,1,MT,75876,72785,4.880104428,1,4,19,3,1,4,
Calling,LV.40,LLRR,0.6174,40,13,0.734269663,0.111111111,0.076923077,14,0.8106,60178,49494,1,MT,62587,59848,4.796484135,1,2,10,5,0,5,
Calling,LV.44,LLRR,0.704,42,14,0.645628799,0.135135135,0.071428571,12,0.8914,69080,60038,1,MT,98324,95072,4.992659538,1,6,16,3,3,6,
Calling,LV.47,RRLL,0.6202,39,15,0.629104282,0.147058824,0.066666667,14,0.7762,99963,134670,1,MT,176683,170942,5.247194765,1,7,25,4,4,8,
Calling,LV.68,RRLL,0.5987,41,14,0.593982961,0.138888889,0.071428571,13,0.6964,53383,240000,1,MT,300000,300000,5.477121255,0,25,25,2,25,27,
Calling,LV.71,LLRR,0.5597,40,14,0.195429304,0.290322581,0.071428571,11,0.7522,14238,54773,1,MT,37810,33649,4.577606677,1,1,1,2,0,2,
Calling,LV.72,RLRL,0.733,41.5,13,0.382497171,0.152777778,0.076923077,12,0.9803,23263,44614,1,MT,300000,300000,5.477121255,0,13,26,21,3,24,
Calling,LV.74,LRLR,0.5885,39,14,0.656813063,0.147058824,0.071428571,12,0.7739,86249,62223,1,MT,41965,38354,4.622887227,1,0,10,0,0,0,
Calling,LV.76,LLRR,0.5959,40,13,0.257438278,0.142857143,0.076923077,11,0.9018,30206,52043,1,MT,41726,36896,4.620406754,1,1,3,1,0,1,
Silent,S.02,RRLL,0.7678,41,13,0.635008518,0.108108108,0.076923077,12,0.9539,63721,70534,1,MT,300000,300000,5.477121255,0,0,2,0,0,0,
Silent,S.03,RLLR,0.5633,40,12,0.661651917,0.176470588,0.083333333,12,0.6084,67245,39205,1,MT,60704,45238,4.783217309,1,1,5,0,0,0,
Silent,S.06,LLRR,0.4962,36,13,0.54483188,0.125,0.076923077,11,0.6371,49566,240000,1,MT,36467,33087,4.561900037,1,0,6,0,0,0,
Silent,S.12,LLRR,0.5997,39,14,0.647074979,0.147058824,0.071428571,12,0.7423,56498,75358,1,MT,300000,300000,5.477121255,0,16,29,17,11,28,
Silent,S.20,RLRL,0.6952,40,15,0.500539607,0.081081081,0.066666667,11,0.8273,116899,103615,1,MT,42079,37278,4.62406541,1,1,1,0,0,0,
Silent,S.33,RLRL,0.6952,40,15,0.500539607,0.081081081,0.066666667,11,0.8273,151562,240000,1,MT,89053,83345,4.949648554,1,4,11,1,0,1,
Silent,S.34,LRLR,0.8466,43.5,13,0.74556701,0.175675676,0.076923077,14,0.9624,26625,64859,1,MT,49446,45614,4.694131165,1,2,2,0,0,0,
Silent,S.35,RLRL,0.5779,39,14,0.570807285,0.181818182,0.071428571,14,0.8114,76696,240000,1,MT,300000,300000,5.477121255,0,8,35,5,5,10,
Silent,S.37,RRLL,0.6561,42,13,0.481707317,0.135135135,0.076923077,13,0.9236,49216,UNK,1,MT,45238,27657,4.655503396,1,3,2,1,0,1,
Silent,S.45,RRLL,0.6448,42,15,0.408167722,0.090909091,0.066666667,13,0.6394,60997,240000,1,MT,300000,300000,5.477121255,0,10,36,13,8,21,
Silent,S.49,RRLL,0.2815,29,14,0.711246201,0.137254902,0.071428571,12,0.3662,55208,53389,1,MT,66068,62048,4.81999116,1,1,11,1,1,2,
Silent,S.51,RLRL,0.6553,40,13,0.521123491,0.111111111,0.076923077,14,0.7883,53913,88561,1,MT,45388,39783,4.656941046,1,0,4,0,0,0,
Silent,S.52,LLRR,0.5311,35,13,0.627144608,0.129032258,0.076923077,14,0.6564,65586,108570,1,MT,288459,285833,5.460084094,1,29,43,5,3,8,
Silent,S.67,RLRL,0.7167,42,12,0.633690449,0.150684932,0.083333333,12,0.6373,77064,55992,1,MT,58846,54826,4.769716947,1,0,8,0,0,0,
Silent,S.69,RRLL,0.5183,36.5,14,0.438124306,0.140625,0.071428571,11,0.6463,67403,78703,1,MT,71750,67779,4.855821905,1,2,13,2,0,2,
Silent,S.70,LLRR,0.5688,39,14,0.497630332,0.147058824,0.071428571,14,0.7642,45523,110296,1,MT,56037,53734,4.748474877,1,5,3,7,4,11,
Silent,S.75,RLRL,0.7899,42,14,0.64596791,0.135135135,0.071428571,12,0.9737,44321,61572,1,MT,81495,78805,4.911130964,1,2,7,3,1,4,
