Cricket,Treatment,FIWeight,FISize,MWeight,MSize,Gtime,DevRate,Gweight,Gsize,Testage,Time,Trial,Complete,Time_0,Time_300,StartPosition,WeightAfter,WeightDiff,avgtime,Successes
SA.19,Silent,0.5186,39,0.7927,41,15,0.066666667,0.528538373,0.051282051,1,13:30,1,Yes,75,75,2,0.5128,-0.2799,,
SA.19,Silent,0.5186,39,0.7927,41,15,0.066666667,0.528538373,0.051282051,1,13:30,2,Yes,221,221,1,0.5128,-0.2799,,
SA.19,Silent,0.5186,39,0.7927,41,15,0.066666667,0.528538373,0.051282051,1,13:30,3,Yes,90,90,4,0.5128,-0.2799,,
SA.19,Silent,0.5186,39,0.7927,41,15,0.066666667,0.528538373,0.051282051,1,13:30,4,Yes,19,19,3,0.5128,-0.2799,,
SA.19,Silent,0.5186,39,0.7927,41,15,0.066666667,0.528538373,0.051282051,1,13:30,5,Yes,111,111,1,0.5128,-0.2799,,
SA.19,Silent,0.5186,39,0.7927,41,15,0.066666667,0.528538373,0.051282051,1,13:30,6,Yes,68,68,3,0.5128,-0.2799,,
SA.19,Silent,0.5186,39,0.7927,41,15,0.066666667,0.528538373,0.051282051,1,13:30,D2,No,0,300,3,0.5128,-0.2799,119.2857143,
SA.19,Silent,0.5186,39,0.7927,41,15,0.066666667,0.528538373,0.051282051,1,13:30,MT,Yes,305,305,3,0.5128,-0.2799,119.2857143,
SB.08,Silent,0.2819,32,0.509,37.5,12,0.083333333,0.805604824,0.171875,2,14:35,0,Yes,282,282,0,0.6088,0.0998,,0
SB.08,Silent,0.2819,32,0.509,37.5,12,0.083333333,0.805604824,0.171875,2,14:35,1,No,0,300,1,0.6088,0.0998,,
SB.08,Silent,0.2819,32,0.509,37.5,12,0.083333333,0.805604824,0.171875,2,14:35,2,No,0,300,2,0.6088,0.0998,,
SB.08,Silent,0.2819,32,0.509,37.5,12,0.083333333,0.805604824,0.171875,2,14:35,3,No,0,300,3,0.6088,0.0998,,
SB.08,Silent,0.2819,32,0.509,37.5,12,0.083333333,0.805604824,0.171875,2,14:35,4,No,0,300,4,0.6088,0.0998,,
SB.08,Silent,0.2819,32,0.509,37.5,12,0.083333333,0.805604824,0.171875,2,14:35,5,No,0,300,1,0.6088,0.0998,,
SB.08,Silent,0.2819,32,0.509,37.5,12,0.083333333,0.805604824,0.171875,2,14:35,6,No,0,300,1,0.6088,0.0998,,
SB.08,Silent,0.2819,32,0.509,37.5,12,0.083333333,0.805604824,0.171875,2,14:35,D2,No,0,300,1,0.6088,0.0998,297.4285714,
SB.08,Silent,0.2819,32,0.509,37.5,12,0.083333333,0.805604824,0.171875,2,14:35,MT,No,0,300,4,0.6088,0.0998,297.4285714,
